survey_name,user_id,question,response,question_type,q_order
housing-survey,b89b3e7f-4dc0-44cf-a5db-21b8d553dd32,Where do you currently live?,Suburbs,single_select,2
housing-survey,b89b3e7f-4dc0-44cf-a5db-21b8d553dd32,When was the last time you moved?,4-5 years ago,single_select,5
housing-survey,b89b3e7f-4dc0-44cf-a5db-21b8d553dd32,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,b89b3e7f-4dc0-44cf-a5db-21b8d553dd32,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,b89b3e7f-4dc0-44cf-a5db-21b8d553dd32,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,b97e22a3-e538-445c-aa90-78c25387390f,Where do you currently live?,Suburbs,single_select,2
housing-survey,b97e22a3-e538-445c-aa90-78c25387390f,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,b97e22a3-e538-445c-aa90-78c25387390f,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,b97e22a3-e538-445c-aa90-78c25387390f,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,b97e22a3-e538-445c-aa90-78c25387390f,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,b9952c8a-a29e-4d22-8af2-81bc89aa43ab,Where do you currently live?,Rural area,single_select,3
housing-survey,b9952c8a-a29e-4d22-8af2-81bc89aa43ab,When was the last time you moved?,Does not apply,single_select,7
housing-survey,b9cdcb16-1532-4f15-a693-08b888e8509a,Where do you currently live?,Suburbs,single_select,2
housing-survey,b9cdcb16-1532-4f15-a693-08b888e8509a,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,b9cdcb16-1532-4f15-a693-08b888e8509a,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,b9cdcb16-1532-4f15-a693-08b888e8509a,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,b9cdcb16-1532-4f15-a693-08b888e8509a,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,ba4dbafa-24cf-4a51-b235-d7da1d324960,Where do you currently live?,Suburbs,single_select,2
housing-survey,ba4dbafa-24cf-4a51-b235-d7da1d324960,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,ba4dbafa-24cf-4a51-b235-d7da1d324960,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,ba4dbafa-24cf-4a51-b235-d7da1d324960,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,ba4dbafa-24cf-4a51-b235-d7da1d324960,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,ba5ce15f-264d-472b-a864-b16b5ccc2a90,Where do you currently live?,City,single_select,1
housing-survey,ba5ce15f-264d-472b-a864-b16b5ccc2a90,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,ba5ce15f-264d-472b-a864-b16b5ccc2a90,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,ba5ce15f-264d-472b-a864-b16b5ccc2a90,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,ba5ce15f-264d-472b-a864-b16b5ccc2a90,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,bad96483-cba3-44f7-b95c-c8241d5b0e83,Where do you currently live?,City,single_select,1
housing-survey,bad96483-cba3-44f7-b95c-c8241d5b0e83,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,bad96483-cba3-44f7-b95c-c8241d5b0e83,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,bad96483-cba3-44f7-b95c-c8241d5b0e83,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,bad96483-cba3-44f7-b95c-c8241d5b0e83,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,baeb4080-f1ce-4a05-8693-8dcf79c8ae96,Where do you currently live?,Suburbs,single_select,2
housing-survey,baeb4080-f1ce-4a05-8693-8dcf79c8ae96,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,baeb4080-f1ce-4a05-8693-8dcf79c8ae96,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,baeb4080-f1ce-4a05-8693-8dcf79c8ae96,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,baeb4080-f1ce-4a05-8693-8dcf79c8ae96,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,bbd4f9ad-0095-458e-a3f2-315c0189dd4c,Where do you currently live?,City,single_select,1
housing-survey,bbd4f9ad-0095-458e-a3f2-315c0189dd4c,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,bbd4f9ad-0095-458e-a3f2-315c0189dd4c,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,bbd4f9ad-0095-458e-a3f2-315c0189dd4c,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,bbd4f9ad-0095-458e-a3f2-315c0189dd4c,Rent control is a necessary and effective way to keep housing prices down.,Somewhat disagree,single_select,4
housing-survey,bc217343-0845-4a06-b9a0-021904322281,Where do you currently live?,City,single_select,1
housing-survey,bc217343-0845-4a06-b9a0-021904322281,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,bc217343-0845-4a06-b9a0-021904322281,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,bc217343-0845-4a06-b9a0-021904322281,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,bc217343-0845-4a06-b9a0-021904322281,Rent control is a necessary and effective way to keep housing prices down.,Strongly disagree,single_select,5
housing-survey,bc7d4a91-eba4-4435-970c-b5f66f7b2b26,Where do you currently live?,City,single_select,1
housing-survey,bc7d4a91-eba4-4435-970c-b5f66f7b2b26,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,bc7d4a91-eba4-4435-970c-b5f66f7b2b26,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,bc7d4a91-eba4-4435-970c-b5f66f7b2b26,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,bc7d4a91-eba4-4435-970c-b5f66f7b2b26,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,bc825cf1-ffcc-41a3-97e7-b3de33bb713d,Where do you currently live?,City,single_select,1
housing-survey,bc825cf1-ffcc-41a3-97e7-b3de33bb713d,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,bc825cf1-ffcc-41a3-97e7-b3de33bb713d,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,bc825cf1-ffcc-41a3-97e7-b3de33bb713d,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,bc825cf1-ffcc-41a3-97e7-b3de33bb713d,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,bc8cac4b-fd8c-403b-ad24-b459404c5794,Where do you currently live?,Suburbs,single_select,2
housing-survey,bc8cac4b-fd8c-403b-ad24-b459404c5794,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,bc8cac4b-fd8c-403b-ad24-b459404c5794,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,bc8cac4b-fd8c-403b-ad24-b459404c5794,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,bc8cac4b-fd8c-403b-ad24-b459404c5794,Rent control is a necessary and effective way to keep housing prices down.,Somewhat disagree,single_select,4
housing-survey,bd98e350-8d33-46da-a6cd-77188a69dd85,Where do you currently live?,City,single_select,1
housing-survey,bd98e350-8d33-46da-a6cd-77188a69dd85,When was the last time you moved?,4-5 years ago,single_select,5
housing-survey,bd98e350-8d33-46da-a6cd-77188a69dd85,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,bd98e350-8d33-46da-a6cd-77188a69dd85,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,bd98e350-8d33-46da-a6cd-77188a69dd85,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,bdb0df0e-9c18-4ae4-bba4-00af95c5057c,Where do you currently live?,City,single_select,1
housing-survey,bdb0df0e-9c18-4ae4-bba4-00af95c5057c,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,bdb0df0e-9c18-4ae4-bba4-00af95c5057c,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,bdb0df0e-9c18-4ae4-bba4-00af95c5057c,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,bdb0df0e-9c18-4ae4-bba4-00af95c5057c,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,bdb1f9b6-70d5-49ba-a05d-16986d64111c,Where do you currently live?,City,single_select,1
housing-survey,bdb1f9b6-70d5-49ba-a05d-16986d64111c,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,bdb1f9b6-70d5-49ba-a05d-16986d64111c,"In your area, how do you expect housing prices to change in the next year?",Prefer not to answer,single_select,6
housing-survey,bdb1f9b6-70d5-49ba-a05d-16986d64111c,"In the next five years, what is the likelihood of you becoming a homeowner?",Prefer not to answer,single_select,6
housing-survey,bdb1f9b6-70d5-49ba-a05d-16986d64111c,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,bf4d239b-dd32-4b63-819d-fb16f888c783,Where do you currently live?,City,single_select,1
housing-survey,bf4d239b-dd32-4b63-819d-fb16f888c783,When was the last time you moved?,4-5 years ago,single_select,5
housing-survey,bf4d239b-dd32-4b63-819d-fb16f888c783,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,bf4d239b-dd32-4b63-819d-fb16f888c783,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,bf4d239b-dd32-4b63-819d-fb16f888c783,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,bf6d64d5-cd48-4668-9be7-1a63e3d6b466,Where do you currently live?,City,single_select,1
housing-survey,bf6d64d5-cd48-4668-9be7-1a63e3d6b466,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,bf6d64d5-cd48-4668-9be7-1a63e3d6b466,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,bf6d64d5-cd48-4668-9be7-1a63e3d6b466,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,bf6d64d5-cd48-4668-9be7-1a63e3d6b466,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,bfabd77a-e181-4e70-80a5-de911bb4a564,Where do you currently live?,Rural area,single_select,3
housing-survey,bfabd77a-e181-4e70-80a5-de911bb4a564,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,bfabd77a-e181-4e70-80a5-de911bb4a564,"In your area, how do you expect housing prices to change in the next year?",Decrease somewhat,single_select,4
housing-survey,bfabd77a-e181-4e70-80a5-de911bb4a564,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,bfabd77a-e181-4e70-80a5-de911bb4a564,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,bfbef920-f031-48f4-9f4e-a4d72c8bd833,Where do you currently live?,Suburbs,single_select,2
housing-survey,bfbef920-f031-48f4-9f4e-a4d72c8bd833,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,bfbef920-f031-48f4-9f4e-a4d72c8bd833,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,bfbef920-f031-48f4-9f4e-a4d72c8bd833,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,bfbef920-f031-48f4-9f4e-a4d72c8bd833,Rent control is a necessary and effective way to keep housing prices down.,Strongly disagree,single_select,5
housing-survey,c0db86c5-14e1-4003-b291-f70fbcb7c52b,Where do you currently live?,Suburbs,single_select,2
housing-survey,c0db86c5-14e1-4003-b291-f70fbcb7c52b,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,c0db86c5-14e1-4003-b291-f70fbcb7c52b,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,c0db86c5-14e1-4003-b291-f70fbcb7c52b,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,c0db86c5-14e1-4003-b291-f70fbcb7c52b,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,c0ead8d3-8b9e-47fc-98a5-91415923d407,Where do you currently live?,City,single_select,1
housing-survey,c0ead8d3-8b9e-47fc-98a5-91415923d407,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,c0ead8d3-8b9e-47fc-98a5-91415923d407,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,c0ead8d3-8b9e-47fc-98a5-91415923d407,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,c0ead8d3-8b9e-47fc-98a5-91415923d407,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,c10e56ab-a07f-4a32-8c74-588201be265d,Where do you currently live?,Rural area,single_select,3
housing-survey,c10e56ab-a07f-4a32-8c74-588201be265d,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,c10e56ab-a07f-4a32-8c74-588201be265d,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,c10e56ab-a07f-4a32-8c74-588201be265d,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat unlikely,single_select,4
housing-survey,c10e56ab-a07f-4a32-8c74-588201be265d,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,c12caabc-fc52-41a9-a791-22ff1efe4371,Where do you currently live?,Suburbs,single_select,2
housing-survey,c12caabc-fc52-41a9-a791-22ff1efe4371,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,c12caabc-fc52-41a9-a791-22ff1efe4371,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,c12caabc-fc52-41a9-a791-22ff1efe4371,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,c12caabc-fc52-41a9-a791-22ff1efe4371,Rent control is a necessary and effective way to keep housing prices down.,Somewhat disagree,single_select,4
housing-survey,c14d9517-0b19-4680-a0c4-d6eefef48c49,Where do you currently live?,Rural area,single_select,3
housing-survey,c14d9517-0b19-4680-a0c4-d6eefef48c49,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,c14d9517-0b19-4680-a0c4-d6eefef48c49,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,c14d9517-0b19-4680-a0c4-d6eefef48c49,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,c14d9517-0b19-4680-a0c4-d6eefef48c49,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,c1ab3c3e-7d7b-4a4a-92c6-d7d9e72b1eed,Where do you currently live?,City,single_select,1
housing-survey,c1ab3c3e-7d7b-4a4a-92c6-d7d9e72b1eed,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,c1ab3c3e-7d7b-4a4a-92c6-d7d9e72b1eed,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,c1ab3c3e-7d7b-4a4a-92c6-d7d9e72b1eed,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,c1ab3c3e-7d7b-4a4a-92c6-d7d9e72b1eed,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,c1e7d442-303e-451b-b6a7-9130080935a3,Where do you currently live?,City,single_select,1
housing-survey,c1e7d442-303e-451b-b6a7-9130080935a3,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,c1e7d442-303e-451b-b6a7-9130080935a3,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,c1e7d442-303e-451b-b6a7-9130080935a3,"In the next five years, what is the likelihood of you becoming a homeowner?",Neither likely nor unlikely,single_select,3
housing-survey,c1e7d442-303e-451b-b6a7-9130080935a3,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,c1f422b1-b198-43d1-b5b4-6068ac442bae,Where do you currently live?,Suburbs,single_select,2
housing-survey,c1f422b1-b198-43d1-b5b4-6068ac442bae,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,c1f422b1-b198-43d1-b5b4-6068ac442bae,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,c1f422b1-b198-43d1-b5b4-6068ac442bae,"In the next five years, what is the likelihood of you becoming a homeowner?",Very unlikely,single_select,5
housing-survey,c1f422b1-b198-43d1-b5b4-6068ac442bae,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,c27112de-d142-47ce-a5a4-d580773725ff,Where do you currently live?,Rural area,single_select,3
housing-survey,c27112de-d142-47ce-a5a4-d580773725ff,When was the last time you moved?,Does not apply,single_select,7
housing-survey,c27112de-d142-47ce-a5a4-d580773725ff,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,c27112de-d142-47ce-a5a4-d580773725ff,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,c27112de-d142-47ce-a5a4-d580773725ff,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,c2723b0c-15d6-4604-a41a-b8902f60c648,Where do you currently live?,Rural area,single_select,3
housing-survey,c2723b0c-15d6-4604-a41a-b8902f60c648,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,c2723b0c-15d6-4604-a41a-b8902f60c648,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,c2723b0c-15d6-4604-a41a-b8902f60c648,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,c2723b0c-15d6-4604-a41a-b8902f60c648,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,c294cff9-3f09-4d90-9e8d-84269e793a21,Where do you currently live?,City,single_select,1
housing-survey,c294cff9-3f09-4d90-9e8d-84269e793a21,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,c294cff9-3f09-4d90-9e8d-84269e793a21,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,c294cff9-3f09-4d90-9e8d-84269e793a21,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,c294cff9-3f09-4d90-9e8d-84269e793a21,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,c2b2353a-7dc7-4102-9c06-0db1b2b589d6,Where do you currently live?,City,single_select,1
housing-survey,c2b2353a-7dc7-4102-9c06-0db1b2b589d6,When was the last time you moved?,More than 5 years ago,single_select,6
housing-survey,c2b2353a-7dc7-4102-9c06-0db1b2b589d6,"In your area, how do you expect housing prices to change in the next year?",Decrease somewhat,single_select,4
housing-survey,c2b2353a-7dc7-4102-9c06-0db1b2b589d6,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,c2b2353a-7dc7-4102-9c06-0db1b2b589d6,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,c2b44772-cb69-4abf-a417-ad390feeaee3,Where do you currently live?,City,single_select,1
housing-survey,c2b44772-cb69-4abf-a417-ad390feeaee3,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,c2b44772-cb69-4abf-a417-ad390feeaee3,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,c2b44772-cb69-4abf-a417-ad390feeaee3,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,c2b44772-cb69-4abf-a417-ad390feeaee3,Rent control is a necessary and effective way to keep housing prices down.,Strongly disagree,single_select,5
housing-survey,c34e88b4-57db-407b-9780-da13224cb30c,Where do you currently live?,City,single_select,1
housing-survey,c34e88b4-57db-407b-9780-da13224cb30c,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,c34e88b4-57db-407b-9780-da13224cb30c,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,c34e88b4-57db-407b-9780-da13224cb30c,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,c34e88b4-57db-407b-9780-da13224cb30c,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,c366576d-4630-4ae3-aed3-764830128626,Where do you currently live?,Suburbs,single_select,2
housing-survey,c373175f-23c6-43f4-8c2f-bb55ccd152f6,Where do you currently live?,Suburbs,single_select,2
housing-survey,c373175f-23c6-43f4-8c2f-bb55ccd152f6,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,c373175f-23c6-43f4-8c2f-bb55ccd152f6,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,c373175f-23c6-43f4-8c2f-bb55ccd152f6,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,c373175f-23c6-43f4-8c2f-bb55ccd152f6,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,c4355e1a-7cf4-42ab-8b23-2b122f11abd9,Where do you currently live?,Suburbs,single_select,2
housing-survey,c4355e1a-7cf4-42ab-8b23-2b122f11abd9,When was the last time you moved?,3-4 years go,single_select,4
housing-survey,c4355e1a-7cf4-42ab-8b23-2b122f11abd9,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,c4355e1a-7cf4-42ab-8b23-2b122f11abd9,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,c4355e1a-7cf4-42ab-8b23-2b122f11abd9,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,c69800dd-b591-49f5-bd02-a55be93c1e85,Where do you currently live?,Suburbs,single_select,2
housing-survey,c69800dd-b591-49f5-bd02-a55be93c1e85,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,c69800dd-b591-49f5-bd02-a55be93c1e85,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,c69800dd-b591-49f5-bd02-a55be93c1e85,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,c69800dd-b591-49f5-bd02-a55be93c1e85,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,c73357e8-c475-47f4-be59-0d6003a86cc5,Where do you currently live?,Suburbs,single_select,2
housing-survey,c73357e8-c475-47f4-be59-0d6003a86cc5,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,c73357e8-c475-47f4-be59-0d6003a86cc5,"In your area, how do you expect housing prices to change in the next year?",Decrease a lot,single_select,5
housing-survey,c73357e8-c475-47f4-be59-0d6003a86cc5,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,c73357e8-c475-47f4-be59-0d6003a86cc5,Rent control is a necessary and effective way to keep housing prices down.,Strongly agree,single_select,1
housing-survey,c7c17721-5fc6-40bd-b058-0550fa4f9801,Where do you currently live?,Suburbs,single_select,2
housing-survey,c7c17721-5fc6-40bd-b058-0550fa4f9801,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,c7c17721-5fc6-40bd-b058-0550fa4f9801,"In your area, how do you expect housing prices to change in the next year?",Increase a lot,single_select,1
housing-survey,c7c17721-5fc6-40bd-b058-0550fa4f9801,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,c7c17721-5fc6-40bd-b058-0550fa4f9801,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,c7c9d28e-0aba-4b26-9627-3266037438e0,Where do you currently live?,Suburbs,single_select,2
housing-survey,c7c9d28e-0aba-4b26-9627-3266037438e0,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,c7c9d28e-0aba-4b26-9627-3266037438e0,"In your area, how do you expect housing prices to change in the next year?",No change,single_select,3
housing-survey,c7c9d28e-0aba-4b26-9627-3266037438e0,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,c7c9d28e-0aba-4b26-9627-3266037438e0,Rent control is a necessary and effective way to keep housing prices down.,Neither agree nor disagree,single_select,3
housing-survey,c7e391d7-21f1-4803-abb6-b1b1a22da65a,Where do you currently live?,Suburbs,single_select,2
housing-survey,c7e391d7-21f1-4803-abb6-b1b1a22da65a,When was the last time you moved?,3-4 years go,single_select,4
housing-survey,c7e391d7-21f1-4803-abb6-b1b1a22da65a,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,c7e391d7-21f1-4803-abb6-b1b1a22da65a,"In the next five years, what is the likelihood of you becoming a homeowner?",Very likely,single_select,1
housing-survey,c7e391d7-21f1-4803-abb6-b1b1a22da65a,Rent control is a necessary and effective way to keep housing prices down.,Strongly disagree,single_select,5
housing-survey,c8ddfbfb-ec65-4e27-bf7b-ea32fe2dc75e,Where do you currently live?,Suburbs,single_select,2
housing-survey,c8ddfbfb-ec65-4e27-bf7b-ea32fe2dc75e,When was the last time you moved?,1-2 years ago,single_select,2
housing-survey,c8ddfbfb-ec65-4e27-bf7b-ea32fe2dc75e,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,c8ddfbfb-ec65-4e27-bf7b-ea32fe2dc75e,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,c8ddfbfb-ec65-4e27-bf7b-ea32fe2dc75e,Rent control is a necessary and effective way to keep housing prices down.,Somewhat agree,single_select,2
housing-survey,c9349c86-aba8-4297-9f11-5fb5978f7e6f,Where do you currently live?,City,single_select,1
housing-survey,c9349c86-aba8-4297-9f11-5fb5978f7e6f,When was the last time you moved?,Less than 1 year ago,single_select,1
housing-survey,c9349c86-aba8-4297-9f11-5fb5978f7e6f,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,c9349c86-aba8-4297-9f11-5fb5978f7e6f,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
housing-survey,c9349c86-aba8-4297-9f11-5fb5978f7e6f,Rent control is a necessary and effective way to keep housing prices down.,Strongly disagree,single_select,5
housing-survey,cb0def8e-9f85-43e1-92c4-0b5dd4c606c9,Where do you currently live?,Suburbs,single_select,2
housing-survey,cb0def8e-9f85-43e1-92c4-0b5dd4c606c9,When was the last time you moved?,2-3 years ago,single_select,3
housing-survey,cb0def8e-9f85-43e1-92c4-0b5dd4c606c9,"In your area, how do you expect housing prices to change in the next year?",Increase somewhat,single_select,2
housing-survey,cb0def8e-9f85-43e1-92c4-0b5dd4c606c9,"In the next five years, what is the likelihood of you becoming a homeowner?",Somewhat likely,single_select,2
